2024-01-03 13:01:22,446 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:67] UserID: 658fe6aa72ab2f6fdb6e127a, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.0
2024-01-03 17:34:00,009 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Chaussure, Price: 29.99
2024-01-03 17:34:41,325 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 6595710b52f4d900d2ac7708, Operation: Read, Method: getProductById, Product: Chaussure, Price: 29.99
2024-01-03 17:34:46,347 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 6595710b52f4d900d2ac7708, Operation: Read, Method: getProductById, Product: Chaussure, Price: 29.99
2024-01-03 17:34:46,919 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 6595710b52f4d900d2ac7708, Operation: Read, Method: getProductById, Product: Chaussure, Price: 29.99
2024-01-03 17:43:10,294 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 6595710b52f4d900d2ac7708, Operation: Read, Method: getProductById, Product: Ecouteurs, Price: 29.99
2024-01-03 17:48:28,769 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 6595710b52f4d900d2ac7708, Operation: Read, Method: getProductById, Product: Ecouteurs, Price: 29.99
2024-01-03 17:52:11,678 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:32,989 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:33,850 INFO [http-nio-8080-exec-7] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:34,386 INFO [http-nio-8080-exec-8] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:34,953 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:35,808 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:42,082 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:42,741 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:43,309 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:43,930 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:44,484 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:45,022 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:45,915 INFO [http-nio-8080-exec-7] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:47,797 INFO [http-nio-8080-exec-8] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:48,670 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:49,554 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:50,097 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:52:50,657 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Etagère, Price: 49.99
2024-01-03 17:55:17,090 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:19,175 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:19,721 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:20,338 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:20,882 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:22,312 INFO [http-nio-8080-exec-7] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:23,090 INFO [http-nio-8080-exec-8] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:23,930 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:24,535 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:27,115 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:27,933 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:55:29,421 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 659570d852f4d900d2ac7707, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:56:53,189 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Blouson, Price: 50.99
2024-01-03 17:57:55,110 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:57:56,862 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:57:57,556 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:57:58,174 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:57:58,791 INFO [http-nio-8080-exec-7] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:57:59,419 INFO [http-nio-8080-exec-8] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:00,074 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:09,029 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:09,725 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:10,399 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:11,193 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:11,801 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 6595709252f4d900d2ac7705, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:41,415 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:42,047 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:43,379 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:43,959 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:44,570 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:45,126 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:58:46,123 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 180.99
2024-01-03 17:59:58,164 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 6595706452f4d900d2ac7704, Operation: Read, Method: getProductById, Product: Trotinette, Price: 200.99
2024-01-03 18:00:46,826 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Trotinette, Price: 200.99
2024-01-03 18:00:48,335 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Trotinette, Price: 200.99
2024-01-03 18:01:19,614 INFO [http-nio-8080-exec-4] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:20,399 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:21,164 INFO [http-nio-8080-exec-7] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:21,782 INFO [http-nio-8080-exec-8] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:22,426 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:23,115 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:23,964 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:24,559 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:01:25,253 INFO [http-nio-8080-exec-3] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 380.99
2024-01-03 18:02:27,540 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Tablette, Price: 500.0
2024-01-03 18:03:04,895 INFO [http-nio-8080-exec-6] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:05,688 INFO [http-nio-8080-exec-5] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:06,382 INFO [http-nio-8080-exec-7] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:07,037 INFO [http-nio-8080-exec-8] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:07,670 INFO [http-nio-8080-exec-9] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:08,315 INFO [http-nio-8080-exec-10] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:08,936 INFO [http-nio-8080-exec-2] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
2024-01-03 18:03:09,627 INFO [http-nio-8080-exec-1] priceLogger [ProductController.java:66] UserID: 65956dbbbe5d4add9cd0eedd, Operation: Read, Method: getProductById, Product: Ordinateur, Price: 1380.99
